Year,Exporting country,Importing country,Product,Value of the trade flow (thousands current USD),Quantity (in metric tons),description,Product category,hs4,hs2
2019,Fiji,Nauru,Miscellaneous articles of base metal,0.254,0.05,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,Nauru,Miscellaneous articles of base metal,0.101,0.032,"Stationery: fittings for loose-leaf binders or files, of base metal",830510,8305,83
2019,Fiji,Nauru,Miscellaneous articles of base metal,0.135,0.004,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",830810,8308,83
2019,Fiji,Nauru,Miscellaneous articles of base metal,2.275,0.029,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",830890,8308,83
2019,Fiji,Nauru,Miscellaneous articles of base metal,1.065,0.5,"Wire: cored, of base metal, for electric arc-welding",831120,8311,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,0.488,0.02,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,0.605,1.07,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,0.437,0.06,"Castors: with mountings, of base metal",830220,8302,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,3.218,0.3,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,0.629,0.079,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,0.205,0.2,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",830300,8303,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,0.025,0.004,"Photograph, picture or similar frames, mirrors: of base metal",830630,8306,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,1.229,1.225,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Vanuatu,Miscellaneous articles of base metal,1.313,2.142,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.046,,"Locks: of a kind used for motor vehicles (key, combination or electrically operated), of base metal",830120,8301,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.005,,"Keys: presented separately, of base metal",830170,8301,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,3.233,0.53,"Castors: with mountings, of base metal",830220,8302,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.012,,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.013,0.5,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,1.454,0.127,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,4.554,0.145,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",830300,8303,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.162,1.5,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",830400,8304,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.12,0.001,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal",830520,8305,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.005,0.001,"Bells, gongs and the like: non-electric, of base metal",830610,8306,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.203,0.015,Statuettes and other ornaments: of base metal other than plated with precious metal,830629,8306,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.055,0.009,"Photograph, picture or similar frames, mirrors: of base metal",830630,8306,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,0.02,0.001,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",830890,8308,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,2.895,0.093,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",831000,8310,83
2019,Fiji,New Zealand,Miscellaneous articles of base metal,1.041,0.109,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,Niue,Miscellaneous articles of base metal,2.477,0.697,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Fiji,Niue,Miscellaneous articles of base metal,0.092,0.334,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",830300,8303,83
2019,Fiji,Papua New Guinea,Miscellaneous articles of base metal,0.805,0.108,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",830300,8303,83
2019,Fiji,Papua New Guinea,Miscellaneous articles of base metal,2.048,0.01,Statuettes and other ornaments: of base metal other than plated with precious metal,830629,8306,83
2019,Fiji,Papua New Guinea,Miscellaneous articles of base metal,0.254,0.071,"Rods and wire: coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",831130,8311,83
2019,Fiji,Philippines,Miscellaneous articles of base metal,55.612,1.5,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",830400,8304,83
2019,Fiji,Philippines,Miscellaneous articles of base metal,0.251,0.007,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,Timor-Leste,Miscellaneous articles of base metal,0.342,0.12,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,Singapore,Miscellaneous articles of base metal,0.06,,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",830890,8308,83
2019,Fiji,Slovakia,Miscellaneous articles of base metal,1.702,0.02,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",830890,8308,83
2019,Fiji,Slovenia,Miscellaneous articles of base metal,0.278,0.004,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.177,0.037,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal",830130,8301,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.922,0.009,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,2.788,2.634,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.237,0.21,"Castors: with mountings, of base metal",830220,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,14.525,1.633,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.647,0.02,"Mountings, fittings and similar articles: suitable for furniture of base metal",830242,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,1.045,1.8,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.232,0.011,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.45,0.29,Automatic door closures: of base metal,830260,8302,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.042,0.002,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",830300,8303,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,1.343,0.05,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",830400,8304,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.046,0.015,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal",830520,8305,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,4.451,0.176,Statuettes and other ornaments: of base metal plated with precious metal,830621,8306,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.228,0.137,"Tubing: flexible, with or without fittings, of iron or steel",830710,8307,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,1.071,0.085,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",830810,8308,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,0.03,0.009,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",831000,8310,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,2.134,2.54,"Electrodes: coated, of base metal, for electric arc-welding",831110,8311,83
2019,Fiji,Tonga,Miscellaneous articles of base metal,3.532,2.746,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",831190,8311,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,0.189,0.052,"Padlocks: (key, combination or electrically operated), of base metal",830110,8301,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,6.091,1.67,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal",830130,8301,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,5.603,53.56,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal",830140,8301,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,0.556,1.325,"Locks: parts of padlocks, locks, clasps and frames with clasps incorporating locks, of base metal",830160,8301,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,5.043,19.532,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal",830210,8302,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,2.16,5.357,"Mountings, fittings and similar articles: of base metal, suitable for buildings",830241,8302,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,0.098,0.172,"Mountings, fittings and similar articles: suitable for furniture of base metal",830242,8302,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,0.182,0.548,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal",830249,8302,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,30.026,0.709,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",830250,8302,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,2.074,0.131,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",830300,8303,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,22.717,1.913,"Stationery: letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal",830590,8305,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,2.461,0.07,Statuettes and other ornaments: of base metal plated with precious metal,830621,8306,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,0.178,0.003,"Tubing: flexible, with or without fittings, of iron or steel",830710,8307,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,0.001,,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",830810,8308,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,1.082,69.803,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",830890,8308,83
2019,Fiji,Tuvalu,Miscellaneous articles of base metal,38.581,2.963,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",831000,8310,83
