Year,Exporting country,Importing country,Product category,hs4,hs2,Value of the trade flow (thousands current USD),Quantity (in metric tons),Category,code,description
2019,Fiji,Tonga,761290,7612,76,0.217,1.0,"Oil, metals and mineral products",761290,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment"
2019,Fiji,Tonga,761510,7615,76,0.596,0.15,"Oil, metals and mineral products",761510,"Aluminium: table, kitchen or other household articles and parts thereof: pot scourers and scouring or polishing pads, gloves and the like"
2019,Fiji,Tonga,761699,7616,76,1.778,0.895,"Oil, metals and mineral products",761699,Aluminium: articles n.e.c. in heading 7616
2019,Fiji,Tonga,820110,8201,82,0.436,0.078,"Oil, metals and mineral products",820110,"Tools, hand: spades and shovels"
2019,Fiji,Tonga,820130,8201,82,0.216,0.02,"Oil, metals and mineral products",820130,"Tools, hand: mattocks, picks, hoes and rakes"
2019,Fiji,Tonga,820150,8201,82,0.034,0.02,"Oil, metals and mineral products",820150,"Tools, hand: one-handed secateurs (including poultry shears)"
2019,Fiji,Tonga,820210,8202,82,0.009,0.002,"Oil, metals and mineral products",820210,"Tools, hand: hand saws"
2019,Fiji,Tonga,820299,8202,82,0.041,0.025,"Oil, metals and mineral products",820299,"Tools, hand: saw blades n.e.c. in heading no. 8202"
2019,Fiji,Tonga,820310,8203,82,1.67,3.25,"Oil, metals and mineral products",820310,"Tools, hand: files, rasps and similar tools"
2019,Fiji,Tonga,820320,8203,82,0.333,0.062,"Oil, metals and mineral products",820320,"Tools, hand: pliers (including cutting pliers), pincers, tweezers and similar tools"
2019,Fiji,Tonga,820340,8203,82,1.325,0.28,"Oil, metals and mineral products",820340,"Tools, hand: pipe-cutters, bolt croppers, perforating punches and similar tools"
2019,Fiji,Tonga,820412,8204,82,0.027,0.022,"Oil, metals and mineral products",820412,"Tools, hand: hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable"
2019,Fiji,Tonga,820510,8205,82,0.408,0.057,"Oil, metals and mineral products",820510,"Tools, hand: drilling, threading or tapping tools"
2019,Fiji,Tonga,820520,8205,82,0.417,0.075,"Oil, metals and mineral products",820520,"Tools, hand: hammers and sledge hammers"
2019,Fiji,Tonga,820540,8205,82,0.015,0.01,"Oil, metals and mineral products",820540,"Tools, hand: screwdrivers"
2019,Fiji,Tonga,820559,8205,82,154.15,85.12,"Oil, metals and mineral products",820559,"Tools, hand: other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
2019,Fiji,Tonga,820750,8207,82,0.486,0.002,"Oil, metals and mineral products",820750,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)"
2019,Fiji,Tonga,820790,8207,82,0.299,0.04,"Oil, metals and mineral products",820790,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
2019,Fiji,Tonga,830130,8301,83,0.177,0.037,"Oil, metals and mineral products",830130,"Locks: of a kind used for furniture (key, combination or electrically operated), of base metal"
2019,Fiji,Tonga,830140,8301,83,0.922,0.009,"Oil, metals and mineral products",830140,"Locks: (other than those for motor vehicles or furniture), (key, combination or electrically operated), of base metal"
2019,Fiji,Tonga,830210,8302,83,2.788,2.634,"Oil, metals and mineral products",830210,"Hinges: suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like, of base metal"
2019,Fiji,Tonga,830220,8302,83,0.237,0.21,"Oil, metals and mineral products",830220,"Castors: with mountings, of base metal"
2019,Fiji,Tonga,830241,8302,83,14.525,1.633,"Oil, metals and mineral products",830241,"Mountings, fittings and similar articles: of base metal, suitable for buildings"
2019,Fiji,Tonga,830242,8302,83,0.647,0.02,"Oil, metals and mineral products",830242,"Mountings, fittings and similar articles: suitable for furniture of base metal"
2019,Fiji,Tonga,830249,8302,83,1.045,1.8,"Oil, metals and mineral products",830249,"Mountings, fittings and similar articles: suitable for other than buildings or furniture, of base metal"
2019,Fiji,Tonga,830250,8302,83,0.232,0.011,"Oil, metals and mineral products",830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal"
2019,Fiji,Tonga,830260,8302,83,0.45,0.29,"Oil, metals and mineral products",830260,Automatic door closures: of base metal
2019,Fiji,Tonga,830300,8303,83,0.042,0.002,"Oil, metals and mineral products",830300,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal"
2019,Fiji,Tonga,830400,8304,83,1.343,0.05,"Oil, metals and mineral products",830400,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403"
2019,Fiji,Tonga,830520,8305,83,0.046,0.015,"Oil, metals and mineral products",830520,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal"
2019,Fiji,Tonga,830621,8306,83,4.451,0.176,"Oil, metals and mineral products",830621,Statuettes and other ornaments: of base metal plated with precious metal
2019,Fiji,Tonga,830710,8307,83,0.228,0.137,"Oil, metals and mineral products",830710,"Tubing: flexible, with or without fittings, of iron or steel"
2019,Fiji,Tonga,830810,8308,83,1.071,0.085,"Oil, metals and mineral products",830810,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles"
2019,Fiji,Tonga,831000,8310,83,0.03,0.009,"Oil, metals and mineral products",831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405"
2019,Fiji,Tonga,831110,8311,83,2.134,2.54,"Oil, metals and mineral products",831110,"Electrodes: coated, of base metal, for electric arc-welding"
2019,Fiji,Tonga,831190,8311,83,3.532,2.746,"Oil, metals and mineral products",831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311"
2019,Fiji,United Arab Emirates,710812,7108,71,524.798,0.018,"Oil, metals and mineral products",710812,"Metals: gold, non-monetary, unwrought (but not powder)"
2019,Fiji,United Arab Emirates,710900,7109,71,128.782,0.003,"Oil, metals and mineral products",710900,"Base metals or silver: clad with gold, not further worked than semi-manufactured"
2019,Fiji,United Arab Emirates,732690,7326,73,0.692,0.073,"Oil, metals and mineral products",732690,Iron or steel: articles n.e.c. in heading 7326
2019,Fiji,United Arab Emirates,740400,7404,74,6.684,2.94,"Oil, metals and mineral products",740400,Copper: waste and scrap
2019,Fiji,United Arab Emirates,740729,7407,74,6.751,2.954,"Oil, metals and mineral products",740729,"Copper: bars, rods and profiles, of copper alloys (other than copper-zinc base alloys)"
2019,Fiji,Turkey,821220,8212,82,7.995,,"Oil, metals and mineral products",821220,"Razors: safety razor blades, including razor blade blanks in strips"
2019,Fiji,Tuvalu,271000,2710,27,3313.935,5708.407,"Oil, metals and mineral products",271000,"Petroleum oils and oils from bituminous minerals, not crude: preparations n.e.c. containing by weight 70% or more of petroleum oils or oils from bituminous minerals: these being the basic constituents of the preparations: waste oils"
2019,Fiji,Tuvalu,271121,2711,27,9.013,17.0,"Oil, metals and mineral products",271121,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, natural gas"
2019,Fiji,Tuvalu,271129,2711,27,80.002,172.68,"Oil, metals and mineral products",271129,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, other than natural gas"
2019,Fiji,Tuvalu,271490,2714,27,12.734,11.0,"Oil, metals and mineral products",271490,"Bitumen and asphalt, natural: asphaltites and asphaltic rock"
2019,Fiji,Tuvalu,271500,2715,27,0.013,0.038,"Oil, metals and mineral products",271500,"Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (e.g. bituminous mastics, cut-backs)"
2019,Fiji,Tuvalu,711790,7117,71,0.111,0.014,"Oil, metals and mineral products",711790,"Jewellery: imitation, of other than base metal, whether or not plated with precious metal"
2019,Fiji,Tuvalu,711810,7118,71,8.966,0.5,"Oil, metals and mineral products",711810,"Coin (other than gold coin), not being legal tender"
2019,Fiji,Tuvalu,721011,7210,72,95.507,170.983,"Oil, metals and mineral products",721011,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more"
2019,Fiji,Tuvalu,721012,7210,72,6.832,5.303,"Oil, metals and mineral products",721012,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm"
2019,Fiji,Tuvalu,721020,7210,72,1.6,5.265,"Oil, metals and mineral products",721020,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate"
2019,Fiji,Tuvalu,721041,7210,72,24.228,37.345,"Oil, metals and mineral products",721041,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)"
2019,Fiji,Tuvalu,721049,7210,72,11.68,8.519,"Oil, metals and mineral products",721049,"Iron or non-alloy steel: flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)"
2019,Fiji,Tuvalu,721069,7210,72,0.366,0.572,"Oil, metals and mineral products",721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys"
2019,Fiji,Tuvalu,721090,7210,72,22.98,11.6,"Oil, metals and mineral products",721090,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210"
2019,Fiji,Tuvalu,721210,7212,72,0.903,3.238,"Oil, metals and mineral products",721210,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin"
2019,Fiji,Tuvalu,721230,7212,72,4.031,9.135,"Oil, metals and mineral products",721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)"
2019,Fiji,Tuvalu,721310,7213,72,0.689,0.74,"Oil, metals and mineral products",721310,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process"
2019,Fiji,Tuvalu,721399,7213,72,55.236,58.116,"Oil, metals and mineral products",721399,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring 14mm or more in diameter"
2019,Fiji,Tuvalu,721420,7214,72,42.762,49.636,"Oil, metals and mineral products",721420,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
2019,Fiji,Tuvalu,721430,7214,72,0.309,0.1,"Oil, metals and mineral products",721430,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, including those twisted after rolling, of free-cutting steel"
2019,Fiji,Tuvalu,721491,7214,72,120.98,261.947,"Oil, metals and mineral products",721491,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section"
2019,Fiji,Tuvalu,721499,7214,72,4.294,22.955,"Oil, metals and mineral products",721499,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section"
2019,Fiji,Tuvalu,721590,7215,72,3.406,3.701,"Oil, metals and mineral products",721590,"Iron or non-alloy steel: bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215"
2019,Fiji,Tuvalu,721650,7216,72,0.661,0.62,"Oil, metals and mineral products",721650,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded"
2019,Fiji,Tuvalu,721699,7216,72,0.094,0.13,"Oil, metals and mineral products",721699,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216"
2019,Fiji,Tuvalu,721790,7217,72,2.263,14.958,"Oil, metals and mineral products",721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217"
2019,Fiji,Tuvalu,722219,7222,72,0.484,1.042,"Oil, metals and mineral products",722219,"Steel, stainless: bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section"
2019,Fiji,Tuvalu,722230,7222,72,9.614,10.193,"Oil, metals and mineral products",722230,"Steel, stainless: bars and rods, n.e.c. in heading no. 7222"
2019,Fiji,Tuvalu,722519,7225,72,1.445,0.16,"Oil, metals and mineral products",722519,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, (other than grain-oriented)"
2019,Fiji,Tuvalu,722699,7226,72,0.178,0.1,"Oil, metals and mineral products",722699,"Steel, alloy: flat-rolled, width less than 600mm, n.e.c. in item no. 7226.9"
2019,Fiji,Tuvalu,722790,7227,72,0.067,0.074,"Oil, metals and mineral products",722790,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227"
2019,Fiji,Tuvalu,722860,7228,72,24.847,10.03,"Oil, metals and mineral products",722860,"Steel, alloy: bars and rods n.e.c. in heading no. 7228"
2019,Fiji,Tuvalu,730300,7303,73,0.729,0.58,"Oil, metals and mineral products",730300,"Cast iron: tubes, pipes and hollow profiles"
2019,Fiji,Tuvalu,730411,7304,73,4.922,43.762,"Oil, metals and mineral products",730411,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel"
2019,Fiji,Tuvalu,730431,7304,73,0.25,0.2,"Oil, metals and mineral products",730431,"Iron or non-alloy steel (excluding cast iron): seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section"
